id,product_id,flavor_name,flavor_description,flavor_category,iced_bool,cbd_bool,date_inserted,date_updated,predicted_category,confidence,raw_llm_response
6813,3715,Grape,,,,,21:21.5,21:21.5,Other Flavors,high,Other Flavors
6814,3716,Aloe,,,,,21:50.2,21:50.2,Other Flavors,high,Other Flavors
6815,3716,Watermelon,,,,,21:50.2,21:50.2,Other Flavors,high,Other Flavors
6816,3717,Aloe,,,,,22:17.9,22:17.9,Other Flavors,high,Other Flavors
6817,3717,Kiwi,,,,,22:17.9,22:17.9,Other Flavors,high,Other Flavors
6818,3717,Strawberry,,,,,22:17.9,22:17.9,Other Flavors,high,Other Flavors
6819,3718,Aloe,,,,,22:32.2,22:32.2,Other Flavors,high,Other Flavors
6820,3718,Lychee,,,,,22:32.2,22:32.2,Other Flavors,high,Other Flavors
6821,3731,Banana,,,,,50:40.4,50:40.4,Other Flavors,high,Other Flavors
6822,3731,Cherry,,,,,50:40.4,50:40.4,Other Flavors,high,Other Flavors
6823,3768,Apple Ice,,,,,13:21.6,13:21.6,Other Flavors,high,Other Flavors
6824,3768,Blueberry Cake,,,,,13:21.6,13:21.6,Other Flavors,high,Other Flavors
6825,3768,Blueberry Lemonade,,,,,13:21.6,13:21.6,Other Flavors,high,Other Flavors
6826,3768,Pineapple Orange Tangerine Ice,,,,,13:21.6,13:21.6,Other Flavors,medium,**Other Flavors**
6827,3768,Strawberry Kiwi Ice,,,,,13:21.6,13:21.6,Other Flavors,high,Other Flavors
6828,3786,Energy Drink / Strawberry Peach Iced Tea,,,,,15:28.4,15:28.4,Other Flavors,high,Other Flavors
6829,3786,Mixed Gummies / Nurdz,,,,,15:28.4,15:28.4,Other Flavors,high,Other Flavors
6830,3786,Strawberry Gummy / Peach Gummy,,,,,15:28.4,15:28.4,Other Flavors,high,Other Flavors
6831,3786,Strawberry Custard / Banana Nut Bread,,,,,15:28.4,15:28.4,Other Flavors,high,Other Flavors
6832,3786,Blue Razz Lemon Ice / Peach Lemonade Ice,,,,,15:28.4,15:28.4,Other Flavors,high,Other Flavors
6833,3786,Watermelon Peach Ice / Tangerine Ice,,,,,15:28.4,15:28.4,Other Flavors,high,Other Flavors
6834,3786,Blue Slushy / Strawberry Slushy,,,,,15:28.4,15:28.4,Other Flavors,high,Other Flavors
6835,3788,Watermelon Cherry,,,,,15:42.3,15:42.3,Other Flavors,high,Other Flavors
6836,3788,Green Apple Ice,,,,,15:42.3,15:42.3,Other Flavors,high,Other Flavors
6837,3788,Pear N Melon,,,,,15:42.3,15:42.3,Other Flavors,high,Other Flavors
6838,3788,Cola on Ice,,,,,15:42.3,15:42.3,Other Flavors,high,Other Flavors
6839,3788,Double Lush Ice,,,,,15:42.3,15:42.3,Other Flavors,medium,**Other Flavors**
6840,3788,Red Apple Guava,,,,,15:42.3,15:42.3,Other Flavors,high,Other Flavors
6841,3872,Icy Mint,,,,,25:34.7,25:34.7,Mint,high,Mint
6842,3872,Loops,,,,,25:34.7,25:34.7,Other Flavors,medium,**Other Flavors**
6843,3872,Passion Guava Ice,,,,,25:34.7,25:34.7,Other Flavors,high,Other Flavors
6844,3872,Pink Grapefruit Ice,,,,,25:34.7,25:34.7,Other Flavors,high,Other Flavors
6845,3872,Purple Cake,,,,,25:34.7,25:34.7,Other Flavors,high,Other Flavors
6846,3872,Strawberry Lychee,,,,,25:34.7,25:34.7,Other Flavors,high,Other Flavors
6847,3872,White Gummy,,,,,25:34.7,25:34.7,Other Flavors,high,Other Flavors
6848,3918,Minty Ice,,,,,30:51.7,30:51.7,Mint,high,Mint
6849,3918,Blue Raz,,,,,30:51.7,30:51.7,Other Flavors,high,Other Flavors
6850,3918,Lush Ice,,,,,30:51.7,30:51.7,Clear/Other Cooling,medium,**Clear/Other Cooling**
6851,3934,Mighty Mint,,,,,32:43.5,32:43.5,Mint,high,Mint
6852,3934,Mango,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6853,3934,Strawberry,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6854,3934,Grape,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6855,3934,Watermelon,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6856,3934,Pineapple,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6857,3934,Blueberry,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6858,3934,Blueberry Pomegranate,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6859,3934,Citrus,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6860,3934,Grapefruit,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6861,3934,Green Apple,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6862,3934,Kiwi Guava,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6863,3934,Mango Mint,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6864,3934,Passion Fruit Orange Guava,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6865,3934,Pink Lemonade,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6866,3934,Russian Cream,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6867,3934,Strawberry Mint,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6868,3934,Watermelon Mint,,,,,32:43.5,32:43.5,Other Flavors,high,Other Flavors
6869,3954,Blue Razz Straws,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6870,3954,Gush Fruits,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6871,3954,Hard Apple,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6872,3954,Mint Fresh,,,,,35:03.6,35:03.6,Mint,high,Mint
6873,3954,Peachy Rings,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6874,3954,Pink Squares,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6875,3954,Rainbow Dweebz,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6876,3954,Strawberry Rolls,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6877,3954,Strawberry Watermelon Bubblegum,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6878,3954,Sugar Batch,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6879,3954,White Gummy,,,,,35:03.6,35:03.6,Other Flavors,high,Other Flavors
6880,3974,Blackberry Grape Jam,,,,,37:19.7,37:19.7,Other Flavors,high,Other Flavors
6881,3974,Blueberry Ice,,,,,37:19.7,37:19.7,Other Flavors,high,Other Flavors
6882,3974,Cool Mint,,,,,37:19.7,37:19.7,Mint,high,Mint
6883,3974,Cotton Candy Punch,,,,,37:19.7,37:19.7,Other Flavors,high,Other Flavors
6884,3974,Icy Green,,,,,37:19.7,37:19.7,Other Flavors,high,Other Flavors
6885,3974,Melonade Ice,,,,,37:19.7,37:19.7,Other Flavors,high,Other Flavors
6886,3974,Peach Gelato Ice,,,,,37:19.7,37:19.7,Other Flavors,high,Other Flavors
6887,3974,Strawberry Ice Cream,,,,,37:19.7,37:19.7,Other Flavors,high,Other Flavors
6888,3974,Watermelon Ice,,,,,37:19.7,37:19.7,Other Flavors,high,Other Flavors
6889,3974,White Gummy Bear,,,,,37:19.7,37:19.7,Other Flavors,high,Other Flavors
6890,3992,Blue Razz,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6891,3992,Blue Slurpie,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6892,3992,Blueberry Watermelon,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6893,3992,Cherry Cola,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6894,3992,Cherry Lemon,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6895,3992,Cool Mint,,,,,39:22.4,39:22.4,Mint,high,Mint
6896,3992,Dragonfruit Lemonade,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6897,3992,Georgian Peach,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6898,3992,Grape Blow Pop,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6899,3992,Grape Razz,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6900,3992,Miami Mint,,,,,39:22.4,39:22.4,Mint,high,Mint
6901,3992,Passionfruit Pineapple,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6902,3992,Pineapple Lemonade,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6903,3992,Sour Apple Raspberry,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6904,3992,Strawmelon,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6905,3992,Strawberry Kiwi,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6906,3992,Strawberry Watermelon,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6907,3992,Strawberry Whip,,,,,39:22.4,39:22.4,Other Flavors,high,Other Flavors
6908,4014,Aloe Grape,,,,,41:52.2,41:52.2,Other Flavors,high,Other Flavors
6909,4014,Coco Pina,,,,,41:52.2,41:52.2,Other Flavors,high,Other Flavors
6910,4014,Peach Gummy Ice,,,,,41:52.2,41:52.2,Other Flavors,high,Other Flavors
6911,4014,Watermelon Passion,,,,,41:52.2,41:52.2,Other Flavors,high,Other Flavors
6912,4014,Red Apple Guava,,,,,41:52.2,41:52.2,Other Flavors,high,Other Flavors
6913,4014,Apple ice,,,,,41:52.2,41:52.2,Other Flavors,high,Other Flavors
6914,4014,Aloe Strawberry,,,,,41:52.2,41:52.2,Other Flavors,high,Other Flavors
6915,4014,Cool Mint,,,,,41:52.2,41:52.2,Mint,high,Mint
6916,4014,Kandy Clouds,,,,,41:52.2,41:52.2,Other Flavors,high,Other Flavors
6917,4016,Apple Ice,,,,,42:05.7,42:05.7,Other Flavors,high,Other Flavors
6918,4016,Banana Ice,,,,,42:05.7,42:05.7,Other Flavors,high,Other Flavors
6919,4016,Blue Raz Ice,,,,,42:05.7,42:05.7,Other Flavors,high,Other Flavors
6920,4016,Cool Mint,,,,,42:05.7,42:05.7,Mint,high,Mint
6921,4016,Grape Ice,,,,,42:05.7,42:05.7,Other Flavors,high,Other Flavors
6922,4016,Grape Soda,,,,,42:05.7,42:05.7,Other Flavors,high,Other Flavors
6923,4016,Mango Ice,,,,,42:05.7,42:05.7,Other Flavors,high,Other Flavors
6924,4016,Orange Soda,,,,,42:05.7,42:05.7,Other Flavors,high,Other Flavors
6925,4016,Red Apple,,,,,42:05.7,42:05.7,Other Flavors,high,Other Flavors
6926,4016,Watermelon Ice,,,,,42:05.7,42:05.7,Other Flavors,high,Other Flavors
6927,4018,Red Apple / Green Apple,,,,,42:19.4,42:19.4,Other Flavors,high,Other Flavors
6928,4018,Strawberry Ice / Watermelon Ice,,,,,42:19.4,42:19.4,Other Flavors,high,Other Flavors
6929,4018,Watermelon Lush / Bubble Gum,,,,,42:19.4,42:19.4,Other Flavors,high,Other Flavors
6930,4018,Very Berry / Gummy Bear,,,,,42:19.4,42:19.4,Other Flavors,high,Other Flavors
6931,4018,Blue Raz / Red Raz Passion,,,,,42:19.4,42:19.4,Other Flavors,high,Other Flavors
6932,4018,Banana Ice / Strawberry Banana,,,,,42:19.4,42:19.4,Other Flavors,high,Other Flavors
6933,4018,Cool Mint / Blueberry Ice,,,,,42:19.4,42:19.4,Other Flavors,high,Other Flavors
6934,4018,Strawberry Apple Watermelon / Strawberry Kiwi,,,,,42:19.4,42:19.4,Other Flavors,high,Other Flavors
6935,4020,Havana Cream,,,,,42:33.2,42:33.2,Other Flavors,medium,**Other Flavors**
6936,4020,StrawNana,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors
6937,4020,Banana Ice,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors
6938,4020,Red Raspberry Passion Fruit,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors
6939,4020,Strawberry Ice Cream,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors
6940,4020,Mango Guava,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors
6941,4020,Pineapple Mango,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors
6942,4020,Honeydew Melon Ice,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors
6943,4020,Bubblegum Ice,,,,,42:33.2,42:33.2,Other Flavors,medium,**Other Flavors**
6944,4020,Gummy Bear,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors
6945,4020,Strawberry Watermelon,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors
6946,4022,Apple Grape,,,,,42:46.6,42:46.6,Other Flavors,high,Other Flavors
6947,4022,Apple Watermelon,,,,,42:46.6,42:46.6,Other Flavors,high,Other Flavors
6948,4022,Blue Raspberry Peach,,,,,42:46.6,42:46.6,Other Flavors,high,Other Flavors
6949,4022,Melon Kiwi,,,,,42:46.6,42:46.6,Other Flavors,high,Other Flavors
6950,4022,Sour Watermelon Strawberry,,,,,42:46.6,42:46.6,Other Flavors,high,Other Flavors
6951,4022,Sour Watermelon Strawberry Iced,,,,,42:46.6,42:46.6,Other Flavors,medium,**Other Flavors**
6952,4022,Strawberry Grape,,,,,42:46.6,42:46.6,Other Flavors,high,Other Flavors
6953,4022,Watermelon Berry,,,,,42:46.6,42:46.6,Other Flavors,high,Other Flavors
6954,4142,ICE Mango,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6955,4142,ICE Strawberry,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6956,4142,Apple Crush,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6957,4142,Blue Razz,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6958,4142,Blue Stix,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6959,4142,Cotton Clouds,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6960,4142,ICE Banana,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6961,4142,ICE Cola,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6962,4142,ICE Grape,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6963,4142,Lychee ICE,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6964,4142,Melon Chews,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6965,4142,Melon Peach Rings,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6966,4142,Orange Soda,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6967,4142,Pina Colada ICE,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6968,4142,Red Apple ICE,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6969,4142,Sour Apple,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6970,4142,Watermelon,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors
6971,4152,Banana Ice,,,,,57:53.0,57:53.0,Other Flavors,high,Other Flavors
6972,4152,Cola Ice,,,,,57:53.0,57:53.0,Other Flavors,high,Other Flavors
6973,4152,Mint,,,,,57:53.0,57:53.0,Mint,high,Mint
6974,4152,Lychee Ice,,,,,57:53.0,57:53.0,Other Flavors,high,Other Flavors
6975,4152,Grape Ice,,,,,57:53.0,57:53.0,Other Flavors,high,Other Flavors
6976,4152,Mango Ice,,,,,57:53.0,57:53.0,Other Flavors,high,Other Flavors
6977,4152,Strawberry Ice,,,,,57:53.0,57:53.0,Other Flavors,high,Other Flavors
6978,4152,Peach Ice,,,,,57:53.0,57:53.0,Other Flavors,high,Other Flavors
6979,4152,Orange Soda,,,,,57:53.0,57:53.0,Other Flavors,high,Other Flavors
6980,4152,Lush Ice,,,,,57:53.0,57:53.0,Clear/Other Cooling,medium,**Clear/Other Cooling**
6981,4154,A Drink,,,,,58:06.6,58:06.6,Other Flavors,medium,**Other Flavors**
6982,4154,Blackberry Orange,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6983,4154,Blackcurrant Grape,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6984,4154,Cool Mint,,,,,58:06.6,58:06.6,Mint,high,Mint
6985,4154,Energy Drinks,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6986,4154,Fruit Ice,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6987,4154,Hami Strawberry Mango,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6988,4154,Lemon Cake,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6989,4154,Melon Kiwifruit,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6990,4154,Strawberry Guava Grape,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6991,4154,Strawberry Kiwifruit,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6992,4154,Yogurts Ice Cream,,,,,58:06.6,58:06.6,Other Flavors,high,Other Flavors
6993,4162,Alien Invasion,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
6994,4162,Brooklyn Blue,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
6995,4162,Cosmic Blast,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
6996,4162,Dummy Dream,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
6997,4162,Fizzy Lemon,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
6998,4162,Gooba Grape,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
6999,4162,Gummo Gummy,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
7000,4162,Kika Kiwi,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
7001,4162,King of NY,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
7002,4162,Redd Dummy,,,,,59:01.6,59:01.6,Other Flavors,medium,**Other Flavors**
7003,4162,Stoopid Strawberry,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
7004,4162,Twisted Tangy,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
7005,4162,Zesty ZaZa,,,,,59:01.6,59:01.6,Other Flavors,high,Other Flavors
7006,4184,Bano,,,,,01:35.2,01:35.2,Other Flavors,high,Other Flavors
7007,4184,Cigara,,,,,01:35.2,01:35.2,Other Flavors,medium,**Other Flavors**
7008,4184,Los Ice,,,,,01:35.2,01:35.2,Clear/Other Cooling,medium,**Clear/Other Cooling**
7009,4184,Mango Bango,,,,,01:35.2,01:35.2,Other Flavors,high,Other Flavors
7010,4184,Moody Mint,,,,,01:35.2,01:35.2,Mint,high,Mint
7011,4184,Nana Ice,,,,,01:35.2,01:35.2,Other Flavors,medium,**Other Flavors**
7012,4238,Beach Day,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7013,4238,Blue Razz Ice,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7014,4238,Blueberry Pom Ice,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7015,4238,Cherry Lemon Mint,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7016,4238,Clear,,,,,07:48.2,07:48.2,Clear/Other Cooling,medium,**Clear/Other Cooling**
7017,4238,Coffee Tobacco,,,,,07:48.2,07:48.2,Tobacco,medium,**Tobacco**
7018,4238,Cranberry Grape,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7019,4238,Cuba Cigar,,,,,07:48.2,07:48.2,Tobacco,high,Tobacco
7020,4238,Frozen Creamsicle,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7021,4238,Orange Pear Nectar,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7022,4238,Peach Ice,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7023,4238,Snoow Grape,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7024,4238,Strawberry Ice,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7025,4238,Strawberry Passion Fruit Duo Ice,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7026,4238,Sunset,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7027,4238,Triple Berry Ice,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7028,4238,Tropical Rainbow Blast,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors
7029,4240,Blue Razz Ice,,,,,08:02.0,08:02.0,Other Flavors,high,Other Flavors
7030,4240,Cola Ice,,,,,08:02.0,08:02.0,Other Flavors,high,Other Flavors
7031,4240,Cranberry Grape,,,,,08:02.0,08:02.0,Other Flavors,high,Other Flavors
7032,4240,Peach Mango Watermelon,,,,,08:02.0,08:02.0,Other Flavors,high,Other Flavors
7033,4240,Pop Corn Caramel,,,,,08:02.0,08:02.0,Other Flavors,medium,**Other Flavors**
7034,4240,Strawberry Ice,,,,,08:02.0,08:02.0,Other Flavors,high,Other Flavors
7035,4240,Vanilla Ice Cream,,,,,08:02.0,08:02.0,Other Flavors,high,Other Flavors
7036,4242,Apple Peach,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7037,4242,Blueberry Ice,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7038,4242,Blue Razz Ice,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7039,4242,Blue Razz Lemonade,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7040,4242,Cotton Candy,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7041,4242,Energy,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7042,4242,Grape,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7043,4242,Juicy Peach,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7044,4242,Kiwi Passion Fruit Guava,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7045,4242,Pineapple Mango Orange,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7046,4242,Strawberry Banana,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7047,4242,Strawberry Ice,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7048,4242,Strawberry Ice Cream,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7049,4242,Vanilla Ice Cream,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7050,4242,Watermelon Ice,,,,,08:15.6,08:15.6,Other Flavors,high,Other Flavors
7051,4244,Blue Cotton Candy,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7052,4244,Blue Razz Ice,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7053,4244,Dragon Fruit Banana Berry,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7054,4244,Grape Honeydew,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7055,4244,Kiwi Dragon Fruit Berry,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7056,4244,Kiwi Passion Fruit Guava,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7057,4244,Mint,,,,,08:29.4,08:29.4,Mint,high,Mint
7058,4244,Orange Soda,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7059,4244,Raspberry Watermelon,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7060,4244,Strawberry Mango,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7061,4244,Strawberry Watermelon Bubble Gum,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7062,4244,Strawberry Watermelon Peach,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7063,4244,Tobacco,,,,,08:29.4,08:29.4,Tobacco,high,Tobacco
7064,4244,Tropical Rainbow Blast,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7065,4244,Watermelon Ice,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors
7066,4246,Blue Razz Ice,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7067,4246,Cranberry Grape,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7068,4246,Kiwi Passion Fruit Guava,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7069,4246,Peach Mango Watermelon,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7070,4246,Rainbow Candy,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7071,4246,Strawberry Banana,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7072,4246,Strawberry Kiwi,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7073,4246,Strawberry Mango,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7074,4246,Tropical Rainbow Blast,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7075,4246,Watermelon Ice,,,,,08:43.1,08:43.1,Other Flavors,high,Other Flavors
7076,4280,Blue Razzleberry Pomegranate,,,,,12:33.0,12:33.0,Other Flavors,high,Other Flavors
7077,4280,Fiji Melons Ice,,,,,12:33.0,12:33.0,Other Flavors,high,Other Flavors
7078,4280,Kiwi Dragon Berry,,,,,12:33.0,12:33.0,Other Flavors,high,Other Flavors
7079,4280,Peachy Mango Pineapple,,,,,12:33.0,12:33.0,Other Flavors,high,Other Flavors
7080,4280,Peachy Mango Pineapple Ice,,,,,12:33.0,12:33.0,Other Flavors,high,Other Flavors
7081,4280,Straw Nanners Ice,,,,,12:33.0,12:33.0,Other Flavors,high,Other Flavors
7082,4280,Tropical Rainbow Blast,,,,,12:33.0,12:33.0,Other Flavors,high,Other Flavors
7083,4290,Kiberry Yogurt,,,,,13:40.7,13:40.7,Other Flavors,high,Other Flavors
7084,4296,Guava Ice,,,,,14:22.2,14:22.2,Other Flavors,high,Other Flavors
7085,4296,Passion Fruit,,,,,14:22.2,14:22.2,Other Flavors,high,Other Flavors
7086,4296,Berry Cool,,,,,14:22.2,14:22.2,Other Flavors,high,Other Flavors
7087,4296,Peach Ice,,,,,14:22.2,14:22.2,Other Flavors,high,Other Flavors
7088,4296,Strawberry Ice,,,,,14:22.2,14:22.2,Other Flavors,high,Other Flavors
7089,4296,Honeydew Ice,,,,,14:22.2,14:22.2,Other Flavors,high,Other Flavors
7090,4296,Kiwi Strawberry,,,,,14:22.2,14:22.2,Other Flavors,high,Other Flavors
7091,4310,Blueberry Cereal Donut Milk,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7092,4310,Cinnamon Funnel Cake,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7093,4310,Gold Tobacco,,,,,15:58.9,15:58.9,Tobacco,high,Tobacco
7094,4310,Gummy Whip,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7095,4310,Milky Loops,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7096,4310,Mint,,,,,15:58.9,15:58.9,Mint,high,Mint
7097,4310,OMG! Smoothie,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7098,4310,Kiberry Chew,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7099,4310,Rainbow Road,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7100,4310,Strawberry Cereal Donut Milk,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7101,4310,Vanilla Custard,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7102,4310,Watermelon Patch,,,,,15:58.9,15:58.9,Other Flavors,high,Other Flavors
7103,4312,Aloe Grapple Watermelon,,,,,16:12.6,16:12.6,Other Flavors,high,Other Flavors
7104,4312,Apple Super Strudel,,,,,16:12.6,16:12.6,Other Flavors,high,Other Flavors
7105,4312,Blueberry Cereal Donut Milk,,,,,16:12.6,16:12.6,Other Flavors,high,Other Flavors
