id,product_id,flavor_name,flavor_description,flavor_category,iced_bool,cbd_bool,date_inserted,date_updated,predicted_category,confidence,raw_llm_response,categories,confidence,rationale
13896,9704,Strawberry Banana - SOLD OUT,,,,,22:56.5,22:56.5,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'strawberry', which is a fruit; 'banana' is also a fruit."
4540,1754,Rainbow Berries,,,,,33:12.1,33:12.1,Other Flavors,high,Other Flavors,['Fruit'],high,"The word 'Berries' is associated with multiple fruits, so it's likely a fruit flavor."
13848,9704,Capricorn Dragon Melon - (Not Avail in FL) - SOLD OUT,,,,,22:55.2,22:55.2,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The flavor name contains 'melon', which is a fruit, but the rest of the description does not provide enough information to make a more specific classification."
6512,3548,Strawberry,,,,,42:05.0,42:05.0,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'strawberry' is a type of fruit.
9540,9430,Gummy Whip - Fifty Bar 20000,,,,,54:47.4,54:47.4,Other Flavors,high,Other Flavors,['Sweets'],high,"The name 'Gummy Whip' suggests a sweet, dessert-like flavor profile."
11596,9597,Pineapple Savers - SOLD OUT,,,,,31:05.7,31:05.7,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'pineapple', which is a fruit."
6235,3363,Dragon Fruit,,,,,48:37.1,48:37.1,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'Dragon Fruit' directly refers to a type of fruit.
5486,2605,Custard,,,,,32:16.3,32:16.3,Other Flavors,high,Other Flavors,['Sweets'],high,The word 'custard' directly refers to a dessert.
5458,2568,Tropical,,,,,27:55.3,27:55.3,Other Flavors,high,Other Flavors,['Fruit'],low,"The word 'Tropical' may evoke fruit flavors, but it's too vague to be certain."
6944,4020,Gummy Bear,,,,,42:33.2,42:33.2,Other Flavors,high,Other Flavors,['Sweets'],high,"The word 'Gummy' directly refers to a type of candy, which falls under the Sweets category."
10148,9503,Vanilla Custard - SOLD OUT,,,,,18:54.4,18:54.4,Other Flavors,high,Other Flavors,"['Sweets', 'Spice']",high,"Contains 'vanilla', which is often associated with spices, and 'custard' is a sweet dessert flavor."
5450,2556,Butterscotch,,,,,26:24.7,26:24.7,Other Flavors,high,Other Flavors,['Sweets'],high,The word 'butterscotch' is associated with a sweet flavor.
4823,1776,Wintergreen,,,,,37:38.4,37:38.4,Other Flavors,high,Other Flavors,['Spice'],high,"Associates with wintergreen, which has a distinct minty flavor profile often linked to spices."
13059,9666,Sour Apple B-Pop (B-Burst) - (Not Avail in FL) - SOLD OUT,,,,,40:44.9,40:44.9,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The presence of 'Apple' suggests a fruit flavor, but the rest of the name is unclear and may be brand-specific."
7062,4244,Strawberry Watermelon Peach,,,,,08:29.4,08:29.4,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains multiple fruit names ('strawberry', 'watermelon', and 'peach'), indicating a fruity flavor."
12882,9658,Grape B-Pop (Grape B-Burst) - (Not Avail in FL) - SOLD OUT,,,,,10:03.3,10:03.3,Other Flavors,medium,**Other Flavors**,"['Fruit', 'Other']",low,"The name 'Grape' suggests a fruit flavor, but the rest of the description is unclear and may be specific to the brand or region."
11040,9573,Blue Razz Ice - RIA by Geek Bar Pulse - SOLD OUT,,,,,00:03.3,00:03.3,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'blue razz', which is a fruit flavor; 'ice' may refer to cooling."
8106,5663,Strawberry Fab,,,,,39:47.1,39:47.1,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'strawberry' is a fruit.
10855,9565,White Gummy Ice - (Not Avail in FL),,,,,25:54.3,25:54.3,Other Flavors,high,Other Flavors,"['Sweets', 'Cooling']",high,"The name 'Gummy' is associated with sweets, and the presence of 'Ice' suggests a cooling agent."
7742,5089,Energy drink,,,,,33:36.2,33:36.2,Other Flavors,high,Other Flavors,['Non-alcoholic Drinks'],high,"The name directly refers to an energy drink, which is a type of non-alcoholic beverage."
6968,4142,Red Apple ICE,,,,,56:43.9,56:43.9,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'apple', which is a fruit; 'ICE' may refer to cooling."
8263,7321,Mixed fruit,,,,,17:29.5,17:29.5,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'fruit' in the name suggests it's a flavor category.
13501,9687,B-Pop (B-Burst) - SOLD OUT,,,,,01:49.3,01:49.3,Other Flavors,high,Other Flavors,['Fruit'],low,"The flavor name 'B-Pop' and 'B-Burst' do not provide clear clues about the flavor type, but it could be a fruit-based flavor."
11573,9597,Crazy Berry - RIA by Geek Bar Pulse - SOLD OUT,,,,,31:05.2,31:05.2,Other Flavors,high,Other Flavors,['Fruit'],high,"The word 'Berry' is a common term for fruit flavors, and the brand name does not provide any additional context that would suggest otherwise."
5861,3029,Bubble Gum,,,,,53:55.7,53:55.7,Other Flavors,medium,**Other Flavors**,['Sweets'],high,The word 'Bubble Gum' directly refers to a type of candy.
7442,4828,Strawberry,,,,,12:25.1,12:25.1,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'strawberry' is a type of fruit.
5718,2888,Mango,,,,,32:20.6,32:20.6,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'mango' directly refers to a fruit.
10028,9494,Juicy Mango Melon Ice,,,,,15:56.6,15:56.6,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'mango', which is a fruit, and 'ice' may refer to cooling. 'Melon' also suggests a fruity flavor."
9886,9479,Watermelon Ice - SOLD OUT,,,,,10:50.1,10:50.1,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'watermelon', which is a fruit; 'ice' may refer to cooling."
11453,9592,OMG! Smoothie - Fifty Bar 20000,,,,,54:57.1,54:57.1,Other Flavors,high,Other Flavors,"['Sweets', 'Non-alcoholic Drinks']",high,"The name 'Smoothie' suggests a blend of fruits, which is typical for sweet and non-alcoholic drink flavors. The brand name does not provide any additional information to contradict this classification."
5028,2005,Blueberry,,,,,09:32.5,09:32.5,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'blueberry' directly refers to a type of fruit.
11269,9584,Aloe Grapple Watermelon,,,,,47:00.0,47:00.0,Other Flavors,high,Other Flavors,"['Fruit', 'Non-alcoholic Drinks']",high,"Contains 'grapple', which is a type of fruit; 'watermelon' and 'aloe' are also fruits or related to non-alcoholic drinks."
9249,9373,Pink Raz Lemonade - RIA by Geek Bar Pulse - SOLD OUT,,,,,36:09.7,36:09.7,Other Flavors,high,Other Flavors,"['Fruit', 'Non-alcoholic Drinks']",high,Contains 'Raz' which is a fruit flavor; 'Lemonade' is a non-alcoholic drink.
8733,8867,Magic Mango,,,,,24:56.1,24:56.1,Other Flavors,high,Other Flavors,['Fruit'],high,"The word 'Mango' is a fruit, so it's classified as Fruit."
8362,7712,Dream Weaver - 2g - Delta 9,,,,,50:36.6,50:36.6,Other Flavors,high,Other Flavors,['Other'],high,"The flavor name contains a brand name 'Dream Weaver' and a reference to 'Delta 9', which is likely a cannabis-related term, making it unclear or unidentifiable."
11887,9612,Cinn Funn! - Fifty Bar 20000,,,,,17:42.8,17:42.8,Other Flavors,high,Other Flavors,['Spice'],high,"The name contains 'cinn', which is a shortened form of cinnamon, a spice."
9526,9423,Taurus Blueberry Watermelon - SOLD OUT,,,,,52:36.8,52:36.8,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'blueberry', which is a fruit; 'watermelon' is also a fruit."
6541,3565,Watermelon,,,,,50:38.5,50:38.5,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'watermelon' directly refers to a type of fruit.
13672,9696,Capricorn Dragon Melon - (Not Avail in FL) - SOLD OUT,,,,,14:39.4,14:39.4,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The presence of 'melon' suggests a fruit flavor, but the rest of the name is unclear and may be brand-specific."
6633,3613,Watermelon,,,,,17:22.6,17:22.6,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'watermelon' directly refers to a type of fruit.
12116,9621,Meta Moon - SOLD OUT,,,,,30:53.5,30:53.5,Other Flavors,high,Other Flavors,['Other'],high,"The flavor name contains the word 'Meta', which is likely a brand or company name, and does not contain any obvious associations with the listed subcategories."
8700,8858,Fruity Pebz,,,,,22:06.0,22:06.0,Other Flavors,high,Other Flavors,"['Sweets', 'Fruit']",high,"The name 'Pebz' suggests a candy or dessert flavor, and 'Fruity' implies fruit flavors."
7790,5356,Berry,,,,,55:24.4,55:24.4,Other Flavors,high,Other Flavors,['Fruit'],low,"The word 'berry' is a general term for fruit, but it's not specific enough to determine the exact type of berry or other flavors that might be present."
12594,9645,Juicy Mango Melon Ice,,,,,54:50.5,54:50.5,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'mango', which is a fruit, and 'ice' may refer to cooling. Also contains 'melon', another type of fruit."
7020,4238,Frozen Creamsicle,,,,,07:48.2,07:48.2,Other Flavors,high,Other Flavors,"['Sweets', 'Fruit']",high,"Contains 'Creamsicle', which is a type of dessert; also references 'frozen', implying a cold or sweet flavor."
5906,3092,Grape,,,,,01:56.3,01:56.3,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'Grape' directly refers to a type of fruit.
10700,9557,Frozen Pina Colada - SOLD OUT,,,,,17:13.8,17:13.8,Other Flavors,medium,**Other Flavors**,"['Fruit', 'Cooling', 'Alcoholic Drinks']",high,"Contains 'Pina Colada', which is a cocktail; 'Frozen' may refer to cooling, and the presence of 'Colada' suggests a fruity flavor."
7669,4988,Kiwi,,,,,39:23.3,39:23.3,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'kiwi' directly refers to a type of fruit.
10380,9535,Tropical Rainbow Blast - SOLD OUT,,,,,41:15.0,41:15.0,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",medium,"The word 'Tropical' suggests fruit flavors, and 'Rainbow Blast' implies a sweet or dessert-like flavor."
8443,8797,Frozen Cherry Apple,,,,,55:44.6,55:44.6,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'cherry' and 'apple', which are both fruits."
10861,9565,B-Pop (B-Burst) - SOLD OUT,,,,,25:54.4,25:54.4,Other Flavors,high,Other Flavors,['Fruit'],low,"The name 'B-Pop' and 'B-Burst' suggests a fruity flavor, but without more information, it's difficult to determine the exact type of fruit."
6067,3256,Peach,,,,,52:48.7,52:48.7,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'Peach' directly refers to a type of fruit.
12821,9654,Mexico Mango - SOLD OUT,,,,,07:10.6,07:10.6,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The presence of 'Mango', which is a fruit, but the rest of the name and description do not provide clear associations to other categories."
7450,4832,Watermelon,,,,,16:02.2,16:02.2,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'watermelon' directly refers to a type of fruit.
10079,9496,Fcuking Fab - RIA by Geek Bar Pulse - SOLD OUT,,,,,16:41.2,16:41.2,Other Flavors,high,Other Flavors,['Other'],low,"The flavor name appears to be a brand-specific and unclear, possibly a limited edition or unique product."
10133,9503,OMG! Smoothie - Fifty Bar 20000,,,,,18:54.0,18:54.0,Other Flavors,high,Other Flavors,"['Sweets', 'Non-alcoholic Drinks']",high,"The name 'Smoothie' suggests a non-alcoholic drink, and the presence of 'Fifty Bar 20000' is likely a brand reference, which doesn't affect the flavor categorization."
7105,4312,Blueberry Cereal Donut Milk,,,,,16:12.6,16:12.6,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",high,"Contains 'blueberry', which is a fruit; 'cereal donut milk' suggests a sweet dessert flavor."
8030,5646,Rocket Pop,,,,,33:59.8,33:59.8,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",high,"Associates with the classic Rocket Pop flavor, which typically has a sweet and fruity taste."
5958,3185,Matcha,,,,,16:51.4,16:51.4,Other Flavors,high,Other Flavors,['Other'],low,"The flavor name 'Matcha' does not contain any obvious associations with the provided subcategories, making it unclear and likely a brand-based or unidentifiable type."
6010,3220,Energy Drink,,,,,35:28.5,35:28.5,Other Flavors,high,Other Flavors,['Non-alcoholic Drinks'],high,"The name directly refers to an energy drink, which is a type of non-alcoholic beverage."
5708,2871,Espresso,,,,,29:49.3,29:49.3,Other Flavors,high,Other Flavors,['Non-alcoholic Drinks'],high,"The word 'Espresso' is associated with coffee, which falls under the category of non-alcoholic drinks."
10327,9535,White Gummy Ice - (Not Avail in FL),,,,,41:13.7,41:13.7,Other Flavors,high,Other Flavors,"['Sweets', 'Cooling']",high,"The name 'Gummy' is associated with sweets, and the presence of 'Ice' suggests a cooling agent."
7293,4724,Blue Raspberry,,,,,36:06.0,36:06.0,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'blue raspberry', which is a fruit-based flavor."
8640,8847,Strawberry Kiwi Ice - SOLD OUT,,,,,18:26.8,18:26.8,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'strawberry' and 'kiwi', which are fruits; 'ice' may refer to cooling."
11056,9573,Gemini Grape Lemon - SOLD OUT,,,,,00:04.2,00:04.2,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'Grape' and 'Lemon', which are both fruits."
10888,9565,Orange Mint Savers - SOLD OUT,,,,,25:55.2,25:55.2,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'orange', which is a fruit; 'mint' may refer to cooling."
13444,9683,Pineapple Savers - SOLD OUT,,,,,45:52.2,45:52.2,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'pineapple' is a fruit.
11176,9577,Watermelon Ice - RIA by Geek Bar Pulse - SOLD OUT,,,,,20:18.6,20:18.6,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'watermelon', which is a fruit; 'ice' may refer to cooling."
11095,9576,Cinn Funn! - Fifty Bar 20000,,,,,19:34.9,19:34.9,Other Flavors,high,Other Flavors,['Spice'],high,"The flavor name 'Cinn' directly references cinnamon, a spice."
13928,9707,Milky Loops - SOLD OUT,,,,,25:06.7,25:06.7,Other Flavors,high,Other Flavors,['Sweets'],high,"The name 'Milky Loops' suggests a sweet, dessert-like flavor, possibly inspired by cereal or candy."
7951,5637,Pumpkin Pie,,,,,32:01.3,32:01.3,Other Flavors,high,Other Flavors,['Sweets'],high,"Contains 'pumpkin pie', which is a dessert flavor."
9161,9362,Pink Raz Lemonade - RIA by Geek Bar Pulse - SOLD OUT,,,,,33:11.9,33:11.9,Other Flavors,high,Other Flavors,"['Fruit', 'Non-alcoholic Drinks']",high,Contains 'Raz' which is a fruit flavor; 'Lemonade' is a non-alcoholic drink.
4810,1774,Coffee,,,,,37:23.9,37:23.9,Other Flavors,high,Other Flavors,['Non-alcoholic Drinks'],high,The word 'coffee' directly refers to a non-alcoholic drink.
8796,8876,Eskimo Bros (Polkadot 20k Puff),,,,,27:34.0,27:34.0,Other Flavors,high,Other Flavors,['Other'],low,"The flavor name 'Eskimo Bros' and the description do not provide any clear indication of the flavor type, making it difficult to categorize."
7576,4922,Raspberry,,,,,25:03.1,25:03.1,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'Raspberry' directly refers to a type of fruit.
7202,4667,Grapefruit,,,,,51:39.2,51:39.2,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'grapefruit' is a type of fruit.
11393,9589,Blueberry Punch - RIA by Geek Bar Pulse - SOLD OUT,,,,,50:35.2,50:35.2,Other Flavors,high,Other Flavors,"['Fruit', 'Non-alcoholic Drinks']",high,"Contains 'blueberry', which is a fruit; 'Punch' typically refers to a non-alcoholic drink."
10027,9494,Gummy Whip - Fifty Bar 20000,,,,,15:56.6,15:56.6,Other Flavors,high,Other Flavors,['Sweets'],high,"The word 'Gummy' is associated with candies, and 'Whip' could refer to a dessert topping."
9570,9432,Blue Razz Ice - SOLD OUT,,,,,55:30.9,55:30.9,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'blue razz', which is a fruit flavor; 'ice' may refer to cooling."
6627,3610,Strawberry,,,,,15:54.8,15:54.8,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'strawberry' is a type of fruit.
11545,9596,Milky Loops - Fifty Bar 20000 (Not Avail in FL) - SOLD OUT,,,,,30:22.4,30:22.4,Other Flavors,high,Other Flavors,"['Sweets', 'Other']",low,"The name 'Milky Loops' suggests a sweet flavor, but the rest of the description is unclear and may be related to sales or inventory information."
6557,3577,Rainbow,,,,,56:22.4,56:22.4,Other Flavors,high,Other Flavors,['Sweets'],low,"The word 'Rainbow' may evoke colorful sweets, but it's unclear what specific flavor this represents."
5068,2048,Blueberry,,,,,14:58.9,14:58.9,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'blueberry' directly refers to a type of fruit.
6467,3522,Pink Lemonade,,,,,29:22.3,29:22.3,Other Flavors,high,Other Flavors,"['Fruit', 'Non-alcoholic Drinks']",high,"Contains 'lemonade', which is a non-alcoholic drink; 'pink' may refer to fruit flavoring."
13822,9703,Butterbean - Fifty Bar 20000,,,,,22:13.6,22:13.6,Other Flavors,high,Other Flavors,['Sweets'],high,"The flavor name contains the word 'Butterbean', which is likely a type of candy or dessert, and 'Fifty Bar' could be related to chocolate bars."
12595,9645,Kiberry Chew - Fifty Bar 20000,,,,,54:50.5,54:50.5,Other Flavors,high,Other Flavors,"['Sweets', 'Fruit']",high,"The presence of 'Chew' and 'Kiberry' suggests a sweet flavor, likely with fruit undertones."
4256,1741,Meta Moon,,,,,30:06.6,30:06.6,Other Flavors,high,Other Flavors,['Other'],low,"The flavor name 'Meta Moon' does not contain any obvious associations with the provided subcategories, making it difficult to categorize accurately."
6723,3670,Blue Raspberry,,,,,58:06.2,58:06.2,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'blue raspberry', which is a fruit-based flavor."
8739,8867,Watermelon Ice (Not Avail in FL),,,,,24:56.2,24:56.2,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'watermelon', which is a fruit; 'ice' may refer to cooling."
13474,9686,Juicy Mango Melon Ice,,,,,01:07.3,01:07.3,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'mango', which is a fruit; 'ice' may refer to cooling."
8594,8845,Mint Mojito (Lime),,,,,17:42.4,17:42.4,Other Flavors,medium,**Other Flavors**,"['Fruit', 'Cooling']",high,"Contains 'lime', which is a fruit; 'mojito' and 'mint' are associated with cooling flavors."
7869,5630,Cherry Slush,,,,,30:19.5,30:19.5,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",high,"Contains 'cherry', which is a fruit; 'slush' may refer to a sweet, icy drink."
7380,4785,Gummy,,,,,08:14.6,08:14.6,Other Flavors,high,Other Flavors,['Sweets'],high,The word 'gummy' directly refers to a type of candy.
6765,3687,Blueberry,,,,,06:42.4,06:42.4,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'blueberry' directly refers to a type of fruit.
14156,9716,Sour Strawberry - SOLD OUT,,,,,33:43.5,33:43.5,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'strawberry', which is a fruit; 'sour' may imply a cooling or tangy taste."
14021,9711,Vanilla Custard - Fifty Bar 20000 - SOLD OUT,,,,,27:58.3,27:58.3,Other Flavors,high,Other Flavors,"['Spice', 'Sweets']",high,"Contains 'vanilla', which is a spice; 'custard' is a dessert flavor."
7122,4320,Blueberry Raspberry Lemon Ice,,,,,17:08.0,17:08.0,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'blueberry', 'raspberry', and 'lemon', which are fruits; 'ice' may refer to cooling."
10573,9546,OMG! Smoothie - Fifty Bar 20000,,,,,55:56.5,55:56.5,Other Flavors,high,Other Flavors,"['Sweets', 'Non-alcoholic Drinks']",high,"The name 'Smoothie' suggests a sweet and blended drink, which falls under the category of Non-alcoholic Drinks. The brand name 'Fifty Bar 20000' is likely associated with energy drinks or other sweet beverages."
7344,4751,Grapefruit,,,,,49:57.2,49:57.2,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'grapefruit' is a type of fruit.
7872,5630,Strawberry Slush,,,,,30:19.6,30:19.6,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",high,"Contains 'strawberry', which is a fruit; 'slush' may refer to a sweet, icy drink."
9424,9399,Pink Lemonade - SOLD OUT,,,,,44:20.2,44:20.2,Other Flavors,high,Other Flavors,"['Fruit', 'Non-alcoholic Drinks']",high,"Contains 'lemonade', which is a non-alcoholic drink; 'pink' may refer to fruit flavoring."
12151,9624,Cinn Funn! - Fifty Bar 20000,,,,,41:05.9,41:05.9,Other Flavors,high,Other Flavors,['Spice'],high,"'Cinn' likely refers to cinnamon, a spice."
5198,2237,Beard Vape Co NO. 71,,,,,41:06.8,41:06.8,Other Flavors,high,Other Flavors,['Other'],low,The flavor name does not contain any recognizable words or associations that can be categorized into the given subcategories.
11661,9601,Crazy Berry - RIA by Geek Bar Pulse - SOLD OUT,,,,,34:00.2,34:00.2,Other Flavors,high,Other Flavors,['Fruit'],high,"The word 'Berry' is a common term for fruit flavors, and the brand name does not provide any additional context to suggest otherwise."
5560,2655,Cherry,,,,,41:29.1,41:29.1,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'cherry' directly refers to a type of fruit.
4438,1748,Watermelon Ice,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'watermelon', which is a fruit; 'ice' may refer to cooling."
12797,9654,B-Pop (B-Burst) - SOLD OUT,,,,,07:10.0,07:10.0,Other Flavors,high,Other Flavors,['Fruit'],low,"The flavor name 'B-Pop' and 'B-Burst' do not provide clear clues about the flavor type, but it's a common naming convention for fruit flavors."
8142,5993,Grape,,,,,52:27.0,52:27.0,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'Grape' directly refers to a type of fruit.
10843,9564,Blueberry Super Strudel - SOLD OUT,,,,,25:10.0,25:10.0,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",high,"Contains 'blueberry', which is a fruit; 'strudel' suggests a sweet pastry."
4841,1782,Cinnamon,,,,,38:20.8,38:20.8,Other Flavors,high,Other Flavors,['Other'],low,"Here's the categorization of the flavor ""Cinnamon"" in JSON format:

```
{
  ""categories"": [""Spice""],
  ""confidence"": ""high"",
  ""rationale"": ""The word 'cinnamon' directly refers to a spice.""
}
```"
7137,4322,Lone Star Cactus,,,,,17:22.0,17:22.0,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The word 'Cactus' is associated with the fruit category, but it's unclear what other flavors are present in this e-liquid."
10461,9539,Sour Strawberry Dragonfruit - RIA by Geek Bar Pulse - SOLD OUT,,,,,45:38.9,45:38.9,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",high,"Contains 'strawberry' and 'dragonfruit', which are fruits; the brand name does not provide clear flavor associations."
11979,9616,Kiberry Chew - Fifty Bar 20000,,,,,20:37.6,20:37.6,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",high,"The word 'Kiberry' suggests a fruit flavor, and 'Chew' implies a sweet or dessert-like quality."
12271,9629,Blue Razz Ice - SOLD OUT,,,,,44:20.8,44:20.8,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'blue razz', which is a fruit flavor; 'ice' may refer to cooling."
12316,9629,Tropical Rainbow Blast - SOLD OUT,,,,,44:22.0,44:22.0,Other Flavors,high,Other Flavors,"['Fruit', 'Sweets']",medium,"The word 'Tropical' suggests fruit flavors, and 'Rainbow Blast' could imply a sweet or dessert-like flavor profile."
10987,9569,Sour Gush - SOLD OUT,,,,,29:08.6,29:08.6,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The name 'Sour Gush' suggests a fruity flavor, but the presence of '- SOLD OUT' makes it unclear and difficult to categorize."
5095,2090,Cherry,,,,,20:26.0,20:26.0,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'cherry' directly refers to a type of fruit.
13978,9708,Sour Cranapple - SOLD OUT,,,,,25:48.6,25:48.6,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'Cranapple', which is a fruit; 'Sour' may refer to a cooling or tangy sensation."
4210,1740,Peach Icy,,,,,29:44.1,29:44.1,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'peach', which is a fruit; 'icy' may refer to cooling."
10609,9547,Fcuking Fab - RIA by Geek Bar Pulse - SOLD OUT,,,,,56:39.8,56:39.8,Other Flavors,high,Other Flavors,['Other'],low,"The flavor name appears to be a brand-specific and unique identifier, making it difficult to categorize based on the provided information."
8107,5663,Strawberry B-Pop,,,,,39:47.3,39:47.3,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The presence of 'strawberry', which is a fruit, but the lack of clear associations with other categories makes this classification uncertain."
10141,9503,Cinn Funn! - SOLD OUT,,,,,18:54.2,18:54.2,Other Flavors,high,Other Flavors,['Spice'],high,The word 'cinnamon' is a clear indication of the spice category.
10181,9505,Mexico Mango - SOLD OUT,,,,,19:36.6,19:36.6,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'mango', which is a fruit. The rest of the name does not provide additional flavor information."
4975,1932,Blueberry,,,,,00:09.2,00:09.2,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'blueberry' directly refers to a type of fruit.
10402,9538,Blue Razzle Ice - SOLD OUT,,,,,44:54.5,44:54.5,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'blue razzle', which is a fruit flavor; 'ice' may refer to cooling."
13312,9678,Milky Loops - SOLD OUT,,,,,29:25.4,29:25.4,Other Flavors,high,Other Flavors,['Sweets'],high,"The name 'Milky Loops' suggests a sweet, dessert-like flavor."
9614,9432,Taurus Blueberry Watermelon - SOLD OUT,,,,,55:32.1,55:32.1,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'blueberry', which is a fruit; 'watermelon' is also a fruit."
8319,7701,Meyer Lemon - 500mg - Out Of Stock,,,,,48:14.4,48:14.4,Other Flavors,high,Other Flavors,['Fruit'],high,"Contains 'Lemon', which is a fruit."
9483,9423,Blue Razz Ice - RIA by Geek Bar Pulse - SOLD OUT,,,,,52:35.8,52:35.8,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'blue razz', which is a fruit flavor; 'ice' may refer to cooling."
10371,9535,Sour Gush - SOLD OUT,,,,,41:14.8,41:14.8,Other Flavors,high,Other Flavors,"['Fruit', 'Other']",low,"The name 'Sour Gush' suggests a fruity flavor, but the presence of '- SOLD OUT' makes it unclear and difficult to categorize with high confidence."
13352,9679,Orange Mint Savers - SOLD OUT,,,,,30:08.0,30:08.0,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'orange', which is a fruit; 'mint' often refers to cooling agents."
5629,2719,Apple,,,,,51:47.3,51:47.3,Other Flavors,high,Other Flavors,['Fruit'],high,The word 'Apple' directly refers to a fruit.
10167,9505,Drop Sour Saver - SOLD OUT,,,,,19:36.2,19:36.2,Other Flavors,high,Other Flavors,"['Sweets', 'Fruit']",low,"The name contains 'sour' and 'drop', which could refer to a candy or dessert, but the flavor is unclear without more information."
12624,9646,Blue Razz Ice - RIA by Geek Bar Pulse - SOLD OUT,,,,,55:31.8,55:31.8,Other Flavors,high,Other Flavors,"['Fruit', 'Cooling']",high,"Contains 'blue razz', which is a fruit flavor; 'ice' may refer to cooling."
5750,2934,Bubble Gum,,,,,38:38.9,38:38.9,Other Flavors,high,Other Flavors,['Sweets'],high,The word 'Bubble Gum' directly refers to a type of candy or sweet.
