,Unnamed: 0,title,link,all_text,CBD,TFN,Extract text
276,276,VGOD Purple Bomb SaltNic,https://csvape.com/products/vgod-purple-bomb-saltnic,"VGOD Purple Bomb SaltNic
['25mg (2.5%)', '50mg (5%)', '30ml']
VGOD Purple Bomb SaltNic is a delightful combination of juicy Concord grapes further sweetened with a sugary grape candy for a tantalizing flavor. What a mouth watering addition to the Vgod Bomb line!Â
**Warning: Not For Sub-Ohm Use**",0,0, SaltNic
279,279,VGOD Apple Bomb SaltNic E-Liquid,https://csvape.com/products/vgod-apple-bomb-saltnic-e-liquid,"VGOD Apple Bomb SaltNic E-Liquid
['25mg (2.5%)', '50mg', '30ml']
Apple Bomb is a crunchy bite of a fruity Granny Smith sour apple with splashes of tart throughout the inhale blended with a sugary sour apple belt on the exhale. VGODâ€™s Apple Bomb SaltNic is available in 25mg and 50mg salt nicotine strengths and is specifically meant for low wattage refillable devices.",0,0, SaltNic
301,301,Cloud Nurdz Salts Watermelon Berry,https://csvape.com/products/cloud-nurdz-salts-watermelon-berry,"Cloud Nurdz Salts Watermelon Berry
['30ml', '25mg (2.5%)', '50mg (5.0%)']
Cloud Nurdz Salts brings you their explosion of juicy watermelon flavor blended with ripe berries and sweet candy. Watermelon is always a delicious flavor, but with the added mix of berries and candy it changes the game and will have you craving more!
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use.",0,0, Nurdz Salts
314,314,Cloud Nurdz Salts Grape Strawberry,https://csvape.com/products/cloud-nurdz-salts-grape-strawberry,"Cloud Nurdz Salts Grape Strawberry
['25mg', '50mg', '30ml']
Cloud Nurdz Salts Grape Strawberry is the perfect blend of sweet and sour. Enjoy ripe grapes and fresh strawberries in hard candy pieces for a truly delicious flavor experience. Enjoy a unique twist on classic confectionery with Cloud Nurdz Salts.
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use.",0,0,Salt nicotine ejuices
333,333,Beard 120ml 0mg,https://csvape.com/products/beard-120ml-0mg,"Beard 120ml 0mg
['Beard Vape Co NO. 00', 'Beard Vape Co NO. 05', 'Beard Vape Co NO. 32', 'Beard Vape Co NO. 42', 'Beard Vape Co NO. 71']
Beard 120ml 0mg:
Beard Vape Co NO. 00 is a combination of robust tobacco and sweet cappuccino.
Beard Vape Co NO. 05 is a rich cheesecake covered in strawberries.
Beard Vape Co, NO. 32 is a classic funnel cake dusted with cinnamon and sugar.
Beard Vape Co NO. 42 is an incredible fruit blended cup with the lightest of light cool hit on the undertone.
Beard Vape Co NO. 71 is a sweet and sour peach gummy candy.",0,0,assume nicotine
335,335,7 Daze 7obacco,https://csvape.com/products/daze-7obacco,"7 Daze 7obacco
['60ml', '0mg', '3mg', '6mg', '12mg']
Daze 7obacco is savory vanilla, sweet butterscotch, and robust tobacco.",0,0,assume nicotine
415,415,"Bad Drip, Bad Blood",https://csvape.com/products/bad-drip-bad-blood,"Bad Drip, Bad Blood
['0mg', '3mg', '6mg', '60ml']
Bad Drip, Bad Blood The subtle dusting of vanilla sets in on top of the blueberries and pomegranate to pull all that flavor together.",0,0,assume nicotine
416,416,"Bad Drip, Cereal Trip",https://csvape.com/products/bad-drip-cereal-trip,"Bad Drip, Cereal Trip
['0mg', '3mg', '6mg', '60ml']
Bad Drip, Cereal Trip is a phenomenal fruity cereal flavor with a special twist to it, with the addition of frosted donut flavor for a special hybrid treat dipped in a glass of ice cold milk.",0,0,assume nicotine
539,539,"Five Star Naturals, Extra Strength CBD Cream, 1000mg",https://csvape.com/products/five-star-naturals-extra-strength-cbd-cream-1000mg,"Five Star Naturals, Extra Strength CBD Cream, 1000mg
[]
Five Star Naturals, Extra Strength CBD Cream, 1000mg is a CBD topical cream.
Please consult your physician before using this product.",1,0,CBD
617,617,Beard 120ml 0mg,https://csvape.com/products/beard-120ml-0mg,"Beard 120ml 0mg
['Beard Vape Co NO. 00', 'Beard Vape Co NO. 05', 'Beard Vape Co NO. 32', 'Beard Vape Co NO. 42', 'Beard Vape Co NO. 71']
Beard 120ml 0mg:
Beard Vape Co NO. 00 is a combination of robust tobacco and sweet cappuccino.
Beard Vape Co NO. 05 is a rich cheesecake covered in strawberries.
Beard Vape Co, NO. 32 is a classic funnel cake dusted with cinnamon and sugar.
Beard Vape Co NO. 42 is an incredible fruit blended cup with the lightest of light cool hit on the undertone.
Beard Vape Co NO. 71 is a sweet and sour peach gummy candy.",0,0,assume nicotine
618,618,"Phrut Salts, Honey Phrut",https://csvape.com/products/phrut-salts-honey-phrut,"Phrut Salts, Honey Phrut
['Beard Vape Co NO. 00', 'Beard Vape Co NO. 05', 'Beard Vape Co NO. 32', 'Beard Vape Co NO. 42', 'Beard Vape Co NO. 71']
Beard 120ml 0mg:
Beard Vape Co NO. 00 is a combination of robust tobacco and sweet cappuccino.
Beard Vape Co NO. 05 is a rich cheesecake covered in strawberries.
Beard Vape Co, NO. 32 is a classic funnel cake dusted with cinnamon and sugar.
Beard Vape Co NO. 42 is an incredible fruit blended cup with the lightest of light cool hit on the undertone.
Beard Vape Co NO. 71 is a sweet and sour peach gummy candy.",0,0,assume nicotine
619,619,"Johnny Creampuff Salts, Blueberry",https://csvape.com/products/johnny-creampuff-salts-blueberry,"Johnny Creampuff Salts, Blueberry
['Beard Vape Co NO. 00', 'Beard Vape Co NO. 05', 'Beard Vape Co NO. 32', 'Beard Vape Co NO. 42', 'Beard Vape Co NO. 71']
Beard 120ml 0mg:
Beard Vape Co NO. 00 is a combination of robust tobacco and sweet cappuccino.
Beard Vape Co NO. 05 is a rich cheesecake covered in strawberries.
Beard Vape Co, NO. 32 is a classic funnel cake dusted with cinnamon and sugar.
Beard Vape Co NO. 42 is an incredible fruit blended cup with the lightest of light cool hit on the undertone.
Beard Vape Co NO. 71 is a sweet and sour peach gummy candy.",0,0,assume nicotine
620,620,"Johnny Creampuff Salts, Original",https://csvape.com/products/johnny-creampuff-salts-original,"Johnny Creampuff Salts, Original
['Beard Vape Co NO. 00', 'Beard Vape Co NO. 05', 'Beard Vape Co NO. 32', 'Beard Vape Co NO. 42', 'Beard Vape Co NO. 71']
Beard 120ml 0mg:
Beard Vape Co NO. 00 is a combination of robust tobacco and sweet cappuccino.
Beard Vape Co NO. 05 is a rich cheesecake covered in strawberries.
Beard Vape Co, NO. 32 is a classic funnel cake dusted with cinnamon and sugar.
Beard Vape Co NO. 42 is an incredible fruit blended cup with the lightest of light cool hit on the undertone.
Beard Vape Co NO. 71 is a sweet and sour peach gummy candy.",0,0,assume nicotine
71,71,hyde-mintopia-disposable-vape,MASTER-MINTOPIA-BM,"MiNTOPiA Vape 6000 Puffs Vape
[]
MiNTOPiA Vape 6000 Puffs
Vape

Introducing the MiNTOPiA 6000, a cutting-edge vaping device combining advanced features and various flavorful options. With its 10mL pre-filled E-Liquid capacity, you can enjoy extended vaping sessions without frequent refills. The 5% (50mg) nicotine strength is satisfying, catering to both seasoned vapers and those transitioning from traditional cigarettes.
Equipped with a powerful 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance, allowing you to vape throughout the day without interruption. But what sets this device apart is its standout feature: the digital display screen. With this innovative addition, you can effortlessly monitor your battery life and keep track of the remaining e-liquid. Say goodbye to surprises and enjoy uninterrupted vaping pleasure with precise control over your device's vital aspects.
To enhance your vaping experience, MiNTOPiA offers a range of tantalizing flavors. Choose from Peach Minty O's, Strawberry Minty O's, Blueberry Minty O's, Grape Minty O's, or Peppermint Minty O's. Each flavor is perfectly crafted, delivering a unique blend of fruity sweetness and refreshing minty notes. With the MiNTOPiA 6000 and its digital display screen, you can savor these flavors easily, knowing your battery life and e-liquid levels are at your fingertips. Experience the ultimate vaping companion with the MiNTOPiA 6000, where innovation meets flavor.
Contains Tobacco-Free Nicotine

Puff Count: Approximately 6000
500mAh Type-C Rechargeable Battery - USB-C Charging Cord Not Included
Digital Battery & eLiquid Display Screen
Mesh Coil Heating Element
MiNTOPiA 6000 Flavors:

Minty O's:
Indulge in the signature flavor of MiNTOPiA 6000 Minty O's Disposable Vape, a true classic for mint lovers. With a 10mL pre-filled E-Liquid capacity, this flavor ensures you have plenty of vaping enjoyment. The 5% (50mg) nicotine strength delivers a satisfying hit to meet your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and long-lasting performance. Its standout digital display feature allows you to conveniently monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Immerse yourself in the pure and refreshing minty goodness of Minty O’s.
Peppermint Minty O's:

Experience the pure essence of peppermint with the MiNTOPiA 6000 Peppermint Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength provides a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid effortlessly. Prepare for a refreshing and invigorating vaping experience with the pure and minty goodness of Peppermint Minty O's.
Grape Minty O's:
Unleash your taste buds with the tantalizing combination of luscious grapes and cool mint in MiNTOPiA 6000 Grape Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can indulge in extended vaping sessions. The 5% (50mg) nicotine strength provides a satisfying hit to satisfy your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and consistent performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid conveniently. Delight in the refreshing fusion of sweet grapes and invigorating mint with Grape Minty O's.
Blueberry Minty O's:

Immerse yourself in the succulent flavors of plump blueberries and invigorating mint with the MiNTOPiA 6000 Blueberry Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength delivers a satisfying hit, catering to your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its digital display screen feature allows you to monitor your battery life and remaining e-liquid effortlessly—delight in the perfect marriage of sweet blueberries and refreshing mint with Blueberry Minty O's.
Peach Minty O's:

Discover the irresistible combination of juicy peaches and refreshing mint with MiNTOPiA 6000 Peach Minty O's Disposable Vape. This flavor boasts a 10mL pre-filled E-Liquid capacity, ensuring ample supply for extended vaping sessions. With a 5% (50mg) nicotine strength, it delivers a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 provides long-lasting performance. The standout digital display feature allows you to monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Indulge in the perfect blend of sweet and minty goodness with Peach Minty O's.
Strawberry Minty O's:

Experience a delightful fusion of ripe strawberries and cool mint with MiNTOPiA 6000 Strawberry Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can enjoy extensive vaping sessions without constant refills. The 5% (50mg) nicotine strength delivers a satisfying nicotine hit. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures reliable daily performance. Its standout digital display feature enables you to monitor your battery life and remaining e-liquid, providing a seamless vaping experience. Treat yourself to the harmonious blend of sweet strawberries and refreshing mint with Strawberry Minty O's.
10mL Pre-Filled eLiquid
Nicotine Strength: 5% (50mg) -",0,1,Tobacco-Free Nicotine
109,109,strawberry-minty-os-mintopia-6000-disposable-vape,MINTOPIA-SM,"Strawberry Minty O's MiNTOPiA Vape 6000 Puffs
[]
MiNTOPiA Vape 6000 Puffs
Vape

Introducing the MiNTOPiA 6000, a cutting-edge vaping device combining advanced features and various flavorful options. With its 10mL pre-filled E-Liquid capacity, you can enjoy extended vaping sessions without frequent refills. The 5% (50mg) nicotine strength is satisfying, catering to both seasoned vapers and those transitioning from traditional cigarettes.
Equipped with a powerful 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance, allowing you to vape throughout the day without interruption. But what sets this device apart is its standout feature: the digital display screen. With this innovative addition, you can effortlessly monitor your battery life and keep track of the remaining e-liquid. Say goodbye to surprises and enjoy uninterrupted vaping pleasure with precise control over your device's vital aspects.
To enhance your vaping experience, MiNTOPiA offers a range of tantalizing flavors. Choose from Peach Minty O's, Strawberry Minty O's, Blueberry Minty O's, Grape Minty O's, or Peppermint Minty O's. Each flavor is perfectly crafted, delivering a unique blend of fruity sweetness and refreshing minty notes. With the MiNTOPiA 6000 and its digital display screen, you can savor these flavors easily, knowing your battery life and e-liquid levels are at your fingertips. Experience the ultimate vaping companion with the MiNTOPiA 6000, where innovation meets flavor.
Contains Tobacco-Free Nicotine

Puff Count: Approximately 6000
500mAh Type-C Rechargeable Battery - USB-C Charging Cord Not Included
Digital Battery & eLiquid Display Screen
Mesh Coil Heating Element
MiNTOPiA 6000 Flavors:

Minty O's:
Indulge in the signature flavor of MiNTOPiA 6000 Minty O's Disposable Vape, a true classic for mint lovers. With a 10mL pre-filled E-Liquid capacity, this flavor ensures you have plenty of vaping enjoyment. The 5% (50mg) nicotine strength delivers a satisfying hit to meet your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and long-lasting performance. Its standout digital display feature allows you to conveniently monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Immerse yourself in the pure and refreshing minty goodness of Minty O’s.
Peppermint Minty O's:

Experience the pure essence of peppermint with the MiNTOPiA 6000 Peppermint Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength provides a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid effortlessly. Prepare for a refreshing and invigorating vaping experience with the pure and minty goodness of Peppermint Minty O's.
Grape Minty O's:
Unleash your taste buds with the tantalizing combination of luscious grapes and cool mint in MiNTOPiA 6000 Grape Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can indulge in extended vaping sessions. The 5% (50mg) nicotine strength provides a satisfying hit to satisfy your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and consistent performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid conveniently. Delight in the refreshing fusion of sweet grapes and invigorating mint with Grape Minty O's.
Blueberry Minty O's:

Immerse yourself in the succulent flavors of plump blueberries and invigorating mint with the MiNTOPiA 6000 Blueberry Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength delivers a satisfying hit, catering to your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its digital display screen feature allows you to monitor your battery life and remaining e-liquid effortlessly—delight in the perfect marriage of sweet blueberries and refreshing mint with Blueberry Minty O's.
Peach Minty O's:

Discover the irresistible combination of juicy peaches and refreshing mint with MiNTOPiA 6000 Peach Minty O's Disposable Vape. This flavor boasts a 10mL pre-filled E-Liquid capacity, ensuring ample supply for extended vaping sessions. With a 5% (50mg) nicotine strength, it delivers a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 provides long-lasting performance. The standout digital display feature allows you to monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Indulge in the perfect blend of sweet and minty goodness with Peach Minty O's.
Strawberry Minty O's:

Experience a delightful fusion of ripe strawberries and cool mint with MiNTOPiA 6000 Strawberry Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can enjoy extensive vaping sessions without constant refills. The 5% (50mg) nicotine strength delivers a satisfying nicotine hit. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures reliable daily performance. Its standout digital display feature enables you to monitor your battery life and remaining e-liquid, providing a seamless vaping experience. Treat yourself to the harmonious blend of sweet strawberries and refreshing mint with Strawberry Minty O's.
10mL Pre-Filled eLiquid
Nicotine Strength: 5% (50mg) -",0,1,Tobacco-Free Nicotine
110,110,peach-minty-os-mintopia-6000-disposable-vape,MINTOPIA-PEACH,"Peach Minty O's MiNTOPiA Vape 6000 Puffs
[]
MiNTOPiA Vape 6000 Puffs
Vape

Introducing the MiNTOPiA 6000, a cutting-edge vaping device combining advanced features and various flavorful options. With its 10mL pre-filled E-Liquid capacity, you can enjoy extended vaping sessions without frequent refills. The 5% (50mg) nicotine strength is satisfying, catering to both seasoned vapers and those transitioning from traditional cigarettes.
Equipped with a powerful 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance, allowing you to vape throughout the day without interruption. But what sets this device apart is its standout feature: the digital display screen. With this innovative addition, you can effortlessly monitor your battery life and keep track of the remaining e-liquid. Say goodbye to surprises and enjoy uninterrupted vaping pleasure with precise control over your device's vital aspects.
To enhance your vaping experience, MiNTOPiA offers a range of tantalizing flavors. Choose from Peach Minty O's, Strawberry Minty O's, Blueberry Minty O's, Grape Minty O's, or Peppermint Minty O's. Each flavor is perfectly crafted, delivering a unique blend of fruity sweetness and refreshing minty notes. With the MiNTOPiA 6000 and its digital display screen, you can savor these flavors easily, knowing your battery life and e-liquid levels are at your fingertips. Experience the ultimate vaping companion with the MiNTOPiA 6000, where innovation meets flavor.
Contains Tobacco-Free Nicotine

Puff Count: Approximately 6000
500mAh Type-C Rechargeable Battery - USB-C Charging Cord Not Included
Digital Battery & eLiquid Display Screen
Mesh Coil Heating Element
MiNTOPiA 6000 Flavors:

Minty O's:
Indulge in the signature flavor of MiNTOPiA 6000 Minty O's Disposable Vape, a true classic for mint lovers. With a 10mL pre-filled E-Liquid capacity, this flavor ensures you have plenty of vaping enjoyment. The 5% (50mg) nicotine strength delivers a satisfying hit to meet your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and long-lasting performance. Its standout digital display feature allows you to conveniently monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Immerse yourself in the pure and refreshing minty goodness of Minty O’s.
Peppermint Minty O's:

Experience the pure essence of peppermint with the MiNTOPiA 6000 Peppermint Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength provides a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid effortlessly. Prepare for a refreshing and invigorating vaping experience with the pure and minty goodness of Peppermint Minty O's.
Grape Minty O's:
Unleash your taste buds with the tantalizing combination of luscious grapes and cool mint in MiNTOPiA 6000 Grape Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can indulge in extended vaping sessions. The 5% (50mg) nicotine strength provides a satisfying hit to satisfy your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and consistent performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid conveniently. Delight in the refreshing fusion of sweet grapes and invigorating mint with Grape Minty O's.
Blueberry Minty O's:

Immerse yourself in the succulent flavors of plump blueberries and invigorating mint with the MiNTOPiA 6000 Blueberry Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength delivers a satisfying hit, catering to your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its digital display screen feature allows you to monitor your battery life and remaining e-liquid effortlessly—delight in the perfect marriage of sweet blueberries and refreshing mint with Blueberry Minty O's.
Peach Minty O's:

Discover the irresistible combination of juicy peaches and refreshing mint with MiNTOPiA 6000 Peach Minty O's Disposable Vape. This flavor boasts a 10mL pre-filled E-Liquid capacity, ensuring ample supply for extended vaping sessions. With a 5% (50mg) nicotine strength, it delivers a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 provides long-lasting performance. The standout digital display feature allows you to monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Indulge in the perfect blend of sweet and minty goodness with Peach Minty O's.
Strawberry Minty O's:

Experience a delightful fusion of ripe strawberries and cool mint with MiNTOPiA 6000 Strawberry Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can enjoy extensive vaping sessions without constant refills. The 5% (50mg) nicotine strength delivers a satisfying nicotine hit. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures reliable daily performance. Its standout digital display feature enables you to monitor your battery life and remaining e-liquid, providing a seamless vaping experience. Treat yourself to the harmonious blend of sweet strawberries and refreshing mint with Strawberry Minty O's.
10mL Pre-Filled eLiquid
Nicotine Strength: 5% (50mg) -",0,1,Tobacco-Free Nicotine
111,111,blueberry-minty-os-mintopia-6000-disposable-vape,MINTOPIA-BM,"Blueberry Minty O's MiNTOPiA Vape 6000 Puffs
[]
MiNTOPiA Vape 6000 Puffs
Vape

Introducing the MiNTOPiA 6000, a cutting-edge vaping device combining advanced features and various flavorful options. With its 10mL pre-filled E-Liquid capacity, you can enjoy extended vaping sessions without frequent refills. The 5% (50mg) nicotine strength is satisfying, catering to both seasoned vapers and those transitioning from traditional cigarettes.
Equipped with a powerful 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance, allowing you to vape throughout the day without interruption. But what sets this device apart is its standout feature: the digital display screen. With this innovative addition, you can effortlessly monitor your battery life and keep track of the remaining e-liquid. Say goodbye to surprises and enjoy uninterrupted vaping pleasure with precise control over your device's vital aspects.
To enhance your vaping experience, MiNTOPiA offers a range of tantalizing flavors. Choose from Peach Minty O's, Strawberry Minty O's, Blueberry Minty O's, Grape Minty O's, or Peppermint Minty O's. Each flavor is perfectly crafted, delivering a unique blend of fruity sweetness and refreshing minty notes. With the MiNTOPiA 6000 and its digital display screen, you can savor these flavors easily, knowing your battery life and e-liquid levels are at your fingertips. Experience the ultimate vaping companion with the MiNTOPiA 6000, where innovation meets flavor.
Contains Tobacco-Free Nicotine

Puff Count: Approximately 6000
500mAh Type-C Rechargeable Battery - USB-C Charging Cord Not Included
Digital Battery & eLiquid Display Screen
Mesh Coil Heating Element
MiNTOPiA 6000 Flavors:

Minty O's:
Indulge in the signature flavor of MiNTOPiA 6000 Minty O's Disposable Vape, a true classic for mint lovers. With a 10mL pre-filled E-Liquid capacity, this flavor ensures you have plenty of vaping enjoyment. The 5% (50mg) nicotine strength delivers a satisfying hit to meet your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and long-lasting performance. Its standout digital display feature allows you to conveniently monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Immerse yourself in the pure and refreshing minty goodness of Minty O’s.
Peppermint Minty O's:

Experience the pure essence of peppermint with the MiNTOPiA 6000 Peppermint Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength provides a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid effortlessly. Prepare for a refreshing and invigorating vaping experience with the pure and minty goodness of Peppermint Minty O's.
Grape Minty O's:
Unleash your taste buds with the tantalizing combination of luscious grapes and cool mint in MiNTOPiA 6000 Grape Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can indulge in extended vaping sessions. The 5% (50mg) nicotine strength provides a satisfying hit to satisfy your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 offers reliable and consistent performance. Its standout feature, a digital display screen, allows you to monitor your battery life and remaining e-liquid conveniently. Delight in the refreshing fusion of sweet grapes and invigorating mint with Grape Minty O's.
Blueberry Minty O's:

Immerse yourself in the succulent flavors of plump blueberries and invigorating mint with the MiNTOPiA 6000 Blueberry Minty O's Disposable Vape. With a convenient 10mL pre-filled E-Liquid capacity, you can enjoy uninterrupted vaping pleasure. The 5% (50mg) nicotine strength delivers a satisfying hit, catering to your nicotine needs. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures long-lasting performance. Its digital display screen feature allows you to monitor your battery life and remaining e-liquid effortlessly—delight in the perfect marriage of sweet blueberries and refreshing mint with Blueberry Minty O's.
Peach Minty O's:

Discover the irresistible combination of juicy peaches and refreshing mint with MiNTOPiA 6000 Peach Minty O's Disposable Vape. This flavor boasts a 10mL pre-filled E-Liquid capacity, ensuring ample supply for extended vaping sessions. With a 5% (50mg) nicotine strength, it delivers a satisfying hit to cater to your cravings. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 provides long-lasting performance. The standout digital display feature allows you to monitor your battery life and remaining e-liquid, ensuring uninterrupted vaping pleasure. Indulge in the perfect blend of sweet and minty goodness with Peach Minty O's.
Strawberry Minty O's:

Experience a delightful fusion of ripe strawberries and cool mint with MiNTOPiA 6000 Strawberry Minty O's Disposable Vape. With a generous 10mL pre-filled E-Liquid capacity, you can enjoy extensive vaping sessions without constant refills. The 5% (50mg) nicotine strength delivers a satisfying nicotine hit. Powered by a 500mAh Type-C rechargeable battery, the MiNTOPiA 6000 ensures reliable daily performance. Its standout digital display feature enables you to monitor your battery life and remaining e-liquid, providing a seamless vaping experience. Treat yourself to the harmonious blend of sweet strawberries and refreshing mint with Strawberry Minty O's.
10mL Pre-Filled eLiquid
Nicotine Strength: 5% (50mg) -",0,1,Tobacco-Free Nicotine
