title,brand,product,skunumber,price,description,eliquid_contents,nicotine_level,puffs_per_device,puffs_per_device_normal,battery,flavor_options,coil,led,dual_tank,smart_led,turbo,disposable_vape_battery,charging_dock,full_led_screen,power_mode_setting,airflow,operation,url
KADO BAR BR5000 DISPOSABLE,KADO,KADO BAR BR5000 DISPOSABLE,,$11.99,"Available Options:
• Aloe Mango Ice
• Black Currant Strawberry Freeze
• Black Ice
• Blue Bubble Gum
• Blue Razz Lemon
• Clear
• Chilled Aloe Mango
• Chilled Red Apple
• Cran Apple
• Elderberry Mint
• Fenta Peach Ice
• Fresh Mint
• Fuji Melon Freeze
• Lemon Mint
• Rainbow Candy
• Sakura Grape
• Simply Mint
• Strawberry Kiwi Ice
• Strawberry Milk
• Strawberry Snowcone
• Strawberry Watermelon Freeze
• Watermelon Berry
• Watermelon Ice
• White Gummy Bear
Discover Kado Bar BR5000 Disposable, featuring a 14mL prefilled capacity, integrated rechargeable battery, and offers up to 5000 puffs of delicious vapor.
Kado Bar BR5000 Disposable Features:
• Capacity: 14mL
• Battery: Integrated Rechargeable
• Synthetic Nicotine Strength: 5%
• Puffs: 5000+
• Firing: Draw-Activated
• Heating Element: Mesh Coil
• LED Indicator Light
• Charging: Type-C Port
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,"Aloe Mango Ice, Black Currant Strawberry Freeze, Black Ice, Blue Bubble Gum, Blue Razz Lemon, Clear, Chilled Aloe Mango, Chilled Red Apple, Cran Apple, Elderberry Mint, Fenta Peach Ice, Fresh Mint, Fuji Melon Freeze, Lemon Mint, Rainbow Candy, Sakura Grape, Simply Mint, Strawberry Kiwi Ice, Strawberry Milk, Strawberry Snowcone, Strawberry Watermelon Freeze, Watermelon Berry, Watermelon Ice, White Gummy Bear",,no,,no,,,,no,,,,https://www.elementvape.com/kado-bar-5000
YOVO JB8000 DISPOSABLE,YOVO,YOVO JB8000 DISPOSABLE,,$6.99,"Shop the Yovo JB8000 Disposable, offering a 12mL prefilled capacity, 5% nicotine salt strength, and delivers a lofty 8000 puffs with a sub-ohm mesh coil.
Yovo JB8000 Disposable Features:
• Prefilled Capacity: 12mL
• Battery Capacity: 650mAh
• Max Puffs: 8000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: 0.8ohm Mesh Coil
• Charging: Type-C Port
• Display Screen
• Battery & E-Juice Indicator
Available Options:
Blue Carnival, Blue Razz Ice, Cali Mint, Cherry Strawberry, Citrus Cake, Crazi Berry, Dragon Citrus, Fuji Peach, Hawaiian Paradise, Miami Mint, Peach Mango Watermelon, Peach Rings, Root Beer, Strazz, Watermelon Ice, Yummy Bear
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Blue Carnival, Blue Razz Ice, Cali Mint, Cherry Strawberry, Citrus Cake, Crazi Berry, Dragon Citrus, Fuji Peach, Hawaiian Paradise, Miami Mint, Peach Mango Watermelon, Peach Rings, Root Beer, Strazz, Watermelon Ice, Yummy Bear",,no,,no,,,,no,,,,https://www.elementvape.com/yovo-jb8000-disposable
BLVK ELLO PLUS 6000 DISPOSABLE,FIND BRAND,BLVK ELLO PLUS 6000 DISPOSABLE,,$9.99,"Check out the BLVK Ello Plus 6000 Disposable, offering a 12mL prefilled capacity, 5% nicotine strength, and can deliver 6000 puffs of delicious flavor.
BLVK ELLO Plus 6000 Disposable Features:
• Prefilled Capacity: 12mL
• Battery Capacity: Integrated Rechargeable
• Max Puffs: 6000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: Mesh Coil
• Charging: Type-C Port
Available Options:
American Tobacco, Berry Blush Ice, Blue Slushie Ice, Bruce Chee Ice, Bubbamelon Ice, Coco Melo, Cool Grapple Ice, Havana Tobacco, Icy Tundra, Kiwi Bang Ice, Peachy Gummy Ice, Strawberry Swirlz, Tropic Thunder Ice, Vanilla Swirlz
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"American Tobacco, Berry Blush Ice, Blue Slushie Ice, Bruce Chee Ice, Bubbamelon Ice, Coco Melo, Cool Grapple Ice, Havana Tobacco, Icy Tundra, Kiwi Bang Ice, Peachy Gummy Ice, Strawberry Swirlz, Tropic Thunder Ice, Vanilla Swirlz",,no,,no,,,,no,,,,https://www.elementvape.com/blvk-ello-disposable
SMOK NOVO BAR AL9000 DISPOSABLE (5-PACK),FIND BRAND,SMOK NOVO BAR AL9000 DISPOSABLE (5-PACK),,$54.99,"Save with the 5-Pack SMOK Novo Bar AL9000 Disposable, packing 15mL of prefilled eJuice, 5% nicotine strength, and can deliver up to 9000 satisfying puffs.
SMOK NOVO Bar AL9000 Disposable (5-Pack) Features:
• Prefilled Capacity: 15mL
• Battery Capacity: 800mAh
• Max Puffs: 9000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: Mesh Coil
• Charging: Type-C Port
• E-Liquid Indicator Light
• Battery Indicator Light
Available Options:
Blackberry Razz, Blue Razz Lemonade, Clear, Fresh Mint, Honeydew Melon Mint, Kiwi Dragon Fruit Berry, Orange Peach, Peach Mango Watermelon, Pink Lemonade, Polar Ice, Razz Banana, Root Beer, Straw Watermelon, Strawberry Kiwi, Watermelon Ice
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Blackberry Razz, Blue Razz Lemonade, Clear, Fresh Mint, Honeydew Melon Mint, Kiwi Dragon Fruit Berry, Orange Peach, Peach Mango Watermelon, Pink Lemonade, Polar Ice, Razz Banana, Root Beer, Straw Watermelon, Strawberry Kiwi, Watermelon Ice",,no,,no,,,,no,,,,https://www.elementvape.com/smok-novo-bar-al9000-5pk
[10-PACK] ELF VPR 7000 ULTRA DISPOSABLE,VPR,[10-PACK] ELF VPR 7000 ULTRA DISPOSABLE,,$104.99,"Save on the 10-Pack ELF VPR 7000 ULTRA Disposable, offering 11mL of prefilled eJuice, 5% nicotine strength, and delivers 7000 puffs of delicious flavor.
ELF VPR 7000 ULTRA Disposable (10-Pack) Features:
• Prefilled Capacity: 11mL
• Battery Capacity: 650mAh
• Max Puffs: 7000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: Mesh Coil
• Charging: Type-C Port
Available Options:
Black Ice, Blue Razz Ice, Kiwi Strawberry, Lemon Mint, Miami Mint, Mixed Berry, Peach Ice, Pineapple Coconut, Pineapple Strawnana, Rainbow Candy, Strawberry Banana, Strawberry Watermelon, Strazz, Triple Berry Ice, Tropical Rainbow Blast, Watermelon Bubblegum, Watermelon Cantaloupe Honeydew, Watermelon Ice, Cherry Peach, Lychee Mango Kiwis, Raspberry Orange, Apple Black Ice, Black Currant Grape, Strawberry Ice Cream
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Black Ice, Blue Razz Ice, Kiwi Strawberry, Lemon Mint, Miami Mint, Mixed Berry, Peach Ice, Pineapple Coconut, Pineapple Strawnana, Rainbow Candy, Strawberry Banana, Strawberry Watermelon, Strazz, Triple Berry Ice, Tropical Rainbow Blast, Watermelon Bubblegum, Watermelon Cantaloupe Honeydew, Watermelon Ice, Cherry Peach, Lychee Mango Kiwis, Raspberry Orange, Apple Black Ice, Black Currant Grape, Strawberry Ice Cream",,no,,no,,,,no,,,,https://www.elementvape.com/elf-vpr-7000-disposable-10pk
DEATH ROW QR5000 DISPOSABLE,DEATH ROW,DEATH ROW QR5000 DISPOSABLE,,$5.99,"Take a hit with the Snoop D-O-Double-G with the Death Row QR5000 Disposable, offering 10.5mL of 5% nicotine concentration eJuice, delivering 5000 puffs.
Death Row QR5000 Disposable Features:
• Prefilled Capacity: 14mL
• Battery Capacity: 650mAh
• Max Puffs: 5000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: Mesh Coil
• Charging: Type-C
• Collaboration with Snoop Dogg and Deathrow
Available Options:
Apple Watermelon, Blueberry Mint, Blue Razz, Clear, Honeydew Pineapple, Ice Cola, Kiwi Strawberry, Lush Ice, Mango Grape, Mango Peach Watermelon, Mint, Peach Grape, Rainbow Pop, Strawberry Banana, Strawberry Melon, Strawberry Peach, Strawberry Slush, Tangerine Bomb, Tobacco, Wild Berries
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Apple Watermelon, Blueberry Mint, Blue Razz, Clear, Honeydew Pineapple, Ice Cola, Kiwi Strawberry, Lush Ice, Mango Grape, Mango Peach Watermelon, Mint, Peach Grape, Rainbow Pop, Strawberry Banana, Strawberry Melon, Strawberry Peach, Strawberry Slush, Tangerine Bomb, Tobacco, Wild Berries",,no,,no,,,,no,,,,https://www.elementvape.com/death-row-qr5000
[5-PACK] ELF CIGAR 3000 DISPOSABLE (PACK OF 3),FIND BRAND,[5-PACK] ELF CIGAR 3000 DISPOSABLE (PACK OF 3),,$119.99,"Shop and save with the 5-Pack ELF Cigar 3000 Disposable, featuring a simulated ash tip, battery life indicator, and delivering up to 3000 puffs each. Each pack comes with 3 cigars for a total of 15 cigars.
ELF CIGAR 3000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 6mL
• BATTERY CAPACITY: 850mAh
• MAX PUFFS: 3000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• AIRFLOW: Fixed
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Simulated Ash Tip
• Authentic Leaf-Style Wrap
• Comes in a pack of three (3)
INCLUDES:
• 5 Elf Cigar 3K Disposables (3 Cigars/Pack)
AVAILABLE OPTIONS:
• Apple Tobacco
• Blueberry Tobacco
• Cherry Tobacco
• Original Tobacco
• Vanilla Tobacco
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",6mL,5% (50mg),3000,3000,850mAh,"Apple Tobacco, Blueberry Tobacco, Cherry Tobacco, Original Tobacco, Vanilla Tobacco",,no,,no,,850mAh,USB Type-C,no,,Fixed,Draw-Activated,https://www.elementvape.com/elf-ecigar-bundle-pack
[5-PACK] PYRO BOOST 25K DISPOSABLE,PYRO,[5-PACK] PYRO BOOST 25K DISPOSABLE,,$74.99,"Check out the potential savings with the 5-Pack PYRO Boost 25K Disposable, featuring 20mL prefilled capacities, integrated 760mAh battery, and delivers up to 25000 puffs.
[5-PACK] PYRO BOOST 25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 760mAh
• MAX PUFFS: 25000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Dual-Firing | Draw or Button
• HEATING ELEMENT: Dual 1.0ohm Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
INCLUDES:
• 5 Pyro Boost 25K Disposables
AVAILABLE OPTIONS:
• Blue Strawberry
• CA Mint
• Cherry Berry Gum
• Clear
• Coffee
• Honeydew Watermelon
• Strawberry Ice
• Strawberry Mango
• Strawberry Watermelon
• Sweet Menthol
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),25000,25000,760mAh,"Blue Strawberry, CA Mint, Cherry Berry Gum, Clear, Coffee, Honeydew Watermelon, Strawberry Ice, Strawberry Mango, Strawberry Watermelon, Sweet Menthol",Dual 1.0ohm Mesh Coils,yes,,no,,760mAh,USB Type-C,yes,,Adjustable,Dual-Firing | Draw or Button,https://www.elementvape.com/pyro-boost-bundle-pack
[5-PACK] MEMERS XSORB ME25K DISPOSABLE,FIND BRAND,[5-PACK] MEMERS XSORB ME25K DISPOSABLE,,$74.99,"Check out the savings with the 5-Pack Memers XSORB ME25K Disposable, featuring dual mesh 1.0ohm coils, 900mAh battery, 20mL prefilled capacity, and delivers up to 25000 puffs.
[5-PACK] MEMERS XSORB ME25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 900mAh
• MAX PUFFS: 25000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual 1.0ohm Mesh Coils
• AIRFLOW: MTL / RDL Adjustable
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
INCLUDES:
• 5 Memers XSORB ME25K Disposables
AVAILABLE OPTIONS:
• Allora Tobacco
• Blue Razz Ice
• Cherry Cola
• Cool Mint
• Grape Ice
• Mango Ice
• Mixed Berries
• Passionfruit Orange Guava
• Peach Ice
• Strawberry Banana
• Strawberry Ice
• Strawberry Ice Cream
• Tropical Fruit
• Watermelon Ice
• White Gummy
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),25000,25000,900mAh,"Allora Tobacco, Blue Razz Ice, Cherry Cola, Cool Mint, Grape Ice, Mango Ice, Mixed Berries, Passionfruit Orange Guava, Peach Ice, Strawberry Banana, Strawberry Ice, Strawberry Ice Cream, Tropical Fruit, Watermelon Ice, White Gummy",Dual 1.0ohm Mesh Coils,yes,,no,,900mAh,USB Type-C,yes,,MTL / RDL Adjustable,Draw-Activated,https://www.elementvape.com/memers-xsorb-bundle-pack
[5-PACK] KEEP IT 100 20K DISPOSABLE,KEEP IT 100,[5-PACK] KEEP IT 100 20K DISPOSABLE,,$74.99,"Discover increased savings with the 5-Pack Keep It 100 20K Disposable, each containing 20mL of prefilled eJuice that delivers up to 20K puffs per disposable vape. Outfitted with features like dual mesh coils, dual firing modes, adjustable airflow, and Type-C charging, the Keep It 100 vapes deliver a simple to use form-factor.
[5-PACK] KEEP IT 100 20K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: 20000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Dual-Firing | Draw or Button
• HEATING ELEMENT: Mesh Coil
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital Screen
• CHARGING: USB Type-C
INCLUDES:
• 5 Keep It 100 20K Disposables
AVAILABLE OPTIONS:
• Blue Slushie
• Blue Slushie Lemonade
• Kiberry Killa
• Maui Blast
• Strawberry Milk
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),20000,20000,650mAh,"Blue Slushie, Blue Slushie Lemonade, Kiberry Killa, Maui Blast, Strawberry Milk",Mesh Coil,yes,,no,,650mAh,USB Type-C,yes,,Adjustable,Dual-Firing | Draw or Button,https://www.elementvape.com/keep-it-100-disposable-bundle-pack
[5-PACK] PYRO DUO 30K DISPOSABLE,PYRO,[5-PACK] PYRO DUO 30K DISPOSABLE,,$87.99,"Shop and save with the 5-Pack Pyro DUO 30K Disposable, featuring two 12mL tanks, HD screen, quad mesh coils, and delivers swappable flavored clouds of vapor.
[5-PACK] PYRO DUO 30K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 24mL (2 x 12mL Tanks)
• BATTERY CAPACITY: 900mAh
• MAX PUFFS: 30000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Four Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: HD Screen
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 5 PYRO DUO 30K Disposables
AVAILABLE OPTIONS:
• Berry Melon Ice / Melon Madness
• Blue Razz / Blue Razz Ice
• Cherry Berry / Cali Cherry
• Clear / Flavorless
• Cool Cherry Lemon / Lemon Cola
• Cool Mint / Cool Mint
• Grape Chew / Grape Pop
• Juicy Peach / Peach Ice
• Mexico Mango / Maui Pineapple
• Miami Mint / Miami Mint
• Peppermint / Spearmint
• Strawberry Chew / Strawberry Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",24mL (2 x 12mL Tanks),5% (50mg),30000,30000,900mAh,"Berry Melon Ice / Melon Madness, Blue Razz / Blue Razz Ice, Cherry Berry / Cali Cherry, Clear / Flavorless, Cool Cherry Lemon / Lemon Cola, Cool Mint / Cool Mint, Grape Chew / Grape Pop, Juicy Peach / Peach Ice, Mexico Mango / Maui Pineapple, Miami Mint / Miami Mint, Peppermint / Spearmint, Strawberry Chew / Strawberry Ice",Four Mesh Coils,yes,,no,,900mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/pyro-duo-bundle-pack
[5-PACK] GEEK BAR MELOSO MAX 9000 DISPOSABLE,FIND BRAND,[5-PACK] GEEK BAR MELOSO MAX 9000 DISPOSABLE,,$54.99,"Enjoy savings with the 5-Pack Geek Bar Meloso MAX 9000 Disposable, packing 14mL of delicious eJuice, rated at 5% nicotine strength, delivering 9000 puffs.
Geek Bar Meloso MAX 9000 Disposable (5-Pack) Features:
• Prefilled Capacity: 14mL
• Battery Capacity: 600mAh
• Max Puffs: 9000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: Dual Mesh Coil
• Charging: Type-C Port
Available Options:
• Apple Sunrise
• Berry Trio Ice
• Clear
• Coconut Shake
• Colombian Coffee Ice
• Cool Mint
• Fuji Melon Ice
• Ginger Ale
• Green Monster
• Meta Moon
• Mexico Mango
• Nectarine
• Peach Ice
• Purple Haze
• Sour Apple Ice
• Stone Freeze
• Strawberry Ice
• Strawberry Mango
• Strawberry Watermelon
• Tropical Rainbow Blast
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Apple Sunrise, Berry Trio Ice, Clear, Coconut Shake, Colombian Coffee Ice, Cool Mint, Fuji Melon Ice, Ginger Ale, Green Monster, Meta Moon, Mexico Mango, Nectarine, Peach Ice, Purple Haze, Sour Apple Ice, Stone Freeze, Strawberry Ice, Strawberry Mango, Strawberry Watermelon, Tropical Rainbow Blast, Watermelon Ice",,no,,no,,,,no,,,,https://www.elementvape.com/geek-bar-meloso-max-10pk
[5-PACK] UT BAR PRO 25K DISPOSABLE,UT BAR,[5-PACK] UT BAR PRO 25K DISPOSABLE,,$64.99,"Save more with the 5-Pack UT Bar Pro 25K Disposable, featuring a 15.5mL prefilled capacity, 25K puff delivery, and a galaxy display with two firing modes.
[5-PACK] UT BAR PRO 25K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 15.5mL
• BATTERY CAPACITY: 760mAh
• MAX PUFFS: 25000 (25K)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw
• HEATING ELEMENT: Dual-Mesh Coils
• DISPLAY SCREEN: LED
• CHARGING: USB Type-C
• Galaxy Display
• 2 Power Modes
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 FLUM UT Bar Pro 25000 Disposable
AVAILABLE OPTIONS:
• Blue Razz Icy
• Clear
• Cool Mint
• Grape Pop Icy
• Mt. Rainier
• Passion Kiwi
• Peach Mango Watermelon
• Raspberry Apple Blast
• Red Pop
• Strawberry Blast
• Strawmelon Peach
• Thai Mango Icy
• Tobacco Cream
• Watermelon Blueberry
• Watermelon Icy
• White Gummy
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",15.5mL,5% (50mg),25000 (25K),25000 (25K),760mAh,"Blue Razz Icy, Clear, Cool Mint, Grape Pop Icy, Mt. Rainier, Passion Kiwi, Peach Mango Watermelon, Raspberry Apple Blast, Red Pop, Strawberry Blast, Strawmelon Peach, Thai Mango Icy, Tobacco Cream, Watermelon Blueberry, Watermelon Icy, White Gummy",Dual-Mesh Coils,yes,,no,,760mAh,USB Type-C,yes,,,Draw,https://www.elementvape.com/flum-ut-bar-pro-25000-bundle-pack
[5-PACK] WAKA DUO 27000 DISPOSABLE,WAKA,[5-PACK] WAKA DUO 27000 DISPOSABLE,,$64.99,"Discover savings with the 5-Pack WAKA DUO 27K Disposable, featuring a 19mL prefilled capacity, two displays, and offers a pair of firing modes to deliver exceptional flavor.
[5-PACK] WAKA DUO 27000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 19mL
• BATTERY CAPACITY: 800mAh
• MAX PUFFS: 27000 (27K)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual-Mesh Coils
• AIRFLOW: Adjustable Switch
• DISPLAY SCREEN: Dual Touch Screen
• CHARGING: USB Type-C
• 2 Power Modes
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 5 WAKA Duo 27000 Disposables
AVAILABLE OPTIONS:
• Apple Rainbow Ice
• Banana Raspberry Ice
• Berry Trio Ice
• Canada D. Ice (Ginger Ale)
• Cherry Razz Lime Ice
• Cuke Lemon Lime Ice
• Grapefruit Lime Ice
• Lime Sparkle Ice
• Miami Mint
• Sour Blue Razz Ice
• Sour Mango Pineapple Ice
• Sour Peach Pineapple Ice
• Strawberry Kiwi Ice
• Watermelon Ice
• Watermelon Peach Ice
• White Grape Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",19mL,5% (50mg),27000 (27K),27000 (27K),800mAh,"Apple Rainbow Ice, Banana Raspberry Ice, Berry Trio Ice, Canada D. Ice (Ginger Ale), Cherry Razz Lime Ice, Cuke Lemon Lime Ice, Grapefruit Lime Ice, Lime Sparkle Ice, Miami Mint, Sour Blue Razz Ice, Sour Mango Pineapple Ice, Sour Peach Pineapple Ice, Strawberry Kiwi Ice, Watermelon Ice, Watermelon Peach Ice, White Grape Ice",Dual-Mesh Coils,yes,,no,,800mAh,USB Type-C,yes,,Adjustable Switch,Draw-Activated,https://www.elementvape.com/waka-duo-bundle-pack
[5-PACK] FIFTY BAR 20K DISPOSABLE,FIFTY BAR,[5-PACK] FIFTY BAR 20K DISPOSABLE,,$74.99,"Enjoy savings with the 5-Pack Fifty Bar 20000 Disposable, featuring a 14mL prefilled capacity, 20K puff delivery, 800mAh rechargeable battery, and utilizes dual parallel mesh coils.
[5-PACK] FIFTY BAR 20000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 14mL
• BATTERY CAPACITY: 800mAh
• MAX PUFFS: 20K
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Parallel Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Full Digital
• CHARGING: USB Type-C (w/ Passthrough)
• Made in USA
• Powered by Beard Vape Co.
INCLUDES:
• 5 Fifty Bar 20K Disposable
AVAILABLE OPTIONS:
• Blueberry Cereal Donut Milk
• Cinnamon Funnel Cake
• Gold Tobacco
• Gummy Whip
• Kiberry Chew
• Milky Loops
• Mint
• OMG! Smoothie
• Rainbow Road
• Strawberry Cereal Donut Milk
• Vanilla Custard
• Watermelon Patch
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",14mL,5% (50mg),20K,20K,800mAh,"Blueberry Cereal Donut Milk, Cinnamon Funnel Cake, Gold Tobacco, Gummy Whip, Kiberry Chew, Milky Loops, Mint, OMG! Smoothie, Rainbow Road, Strawberry Cereal Donut Milk, Vanilla Custard, Watermelon Patch",Dual Parallel Mesh Coils,yes,,no,,800mAh,USB Type-C (w/ Passthrough),yes,,Adjustable,Draw-Activated,https://www.elementvape.com/fifty-bar-20k-bundle-pack
[5-PACK] GYYR X WYNN BAR CHALLENGER 30000 DISPOSABLE,FIND BRAND,[5-PACK] GYYR X WYNN BAR CHALLENGER 30000 DISPOSABLE,,$64.99,"Discover the Lost Vape Movement NEXT 30K Disposable, featuring 3 operational modes, 15-30K puff delivery, and a large Mega HD screen to display battery and eJuice levels. Outputting delicious clouds of vapor through the dual mesh coils, the Lost Vape Movement NEXT has three modes to swap between, each offering 15K, 22K, and 30K puffs each.
LOST VAPE MOVEMENT NEXT 30K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 900mAh
• MAX PUFFS: Regular (30K) | Boost (22K) | Turbo (15K)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: MEGA HD Screen
• CHARGING: USB Type-C
INCLUDES:
• 1 Lost Vape Movement NEXT 30K Disposable
AVAILABLE OPTIONS:
• Banana Cake
• Berry Party
• Blue Razz Ice
• Blue Watermelon
• Cherry Lemon
• Grape Burst
• Lemon Mint Soda
• Mango Shake
• Miami Mint
• Peach Ice
• Strawberry Gummy
• Strawberry Kiwi
• Strawberry Orange
• Summer Break
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),Regular (30K) | Boost (22K) | Turbo (15K),Boost (22K),900mAh,"Banana Cake, Berry Party, Blue Razz Ice, Blue Watermelon, Cherry Lemon, Grape Burst, Lemon Mint Soda, Mango Shake, Miami Mint, Peach Ice, Strawberry Gummy, Strawberry Kiwi, Strawberry Orange, Summer Break, Watermelon Ice",Dual Mesh Coils,yes,,no,,900mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/gyyr-wynn-challenger-bundle-pack
